,title,area,height,dic,year,cost,price,chamber,hall,layers,addr_district,addr_detail,price_cor
167,78号观邸,146.69,低,东南向,2015,388.0,26450,3,2,32,天府广场,锦里西路78号,26450.337446315356
1165,78号观邸,146.69,低,东南向,2015,388.0,26450,3,2,32,天府广场,锦里西路78号,26450.337446315356
3474,紫御熙庭,146.0,中,南向,2018,420.0,28767,4,2,11,光华,紫御熙庭,28767.12328767123
3976,富力史丹尼,146.0,中,南北向,2018,188.0,12876,3,2,33,顺城街,顺城大街289号,12876.712328767124
555,碧华邻,146.0,中,南向,2007,370.0,25342,3,2,18,内光华,东坡北三路99号,25342.465753424658
3859,富力史丹尼,146.0,中,南北向,2018,188.0,12876,3,2,33,顺城街,顺城大街289号,12876.712328767124
3576,金沙鹭岛一期,147.02,高,西南向,2010,330.0,22445,4,2,27,内金沙,金沙鹭岛一期金沙遗址路55号,22445.925724391236
3287,浣花庭园,147.08,低,南向,2003,490.0,33315,3,2,5,浣花小区,浣花庭园望仙场街267号,33315.20261082404
3970,文翁华府,147.36,高,东南向,2014,330.0,22394,4,1,35,天府广场,文庙西街80号,22394.136807817587
2098,78号观邸,147.69,高,东南向,2014,395.0,26745,4,2,32,天府广场,锦里西路78号,26745.20956056605
1773,米兰香洲,147.0,低,西南向,2014,312.0,21224,3,2,18,外金沙,滨河路104号(苏坡立交旁),21224.48979591837
683,米兰香洲,147.0,高,西南向,2007,270.0,18367,4,2,18,外金沙,米兰香洲滨河路104号(苏坡立交旁),18367.34693877551
2044,金沙鹭岛一期,147.0,中,西南向,2010,355.0,24149,4,2,27,内金沙,金沙鹭岛一期金沙遗址路55号,24149.659863945577
2885,米兰香洲,147.0,低,西南向,2014,312.0,21224,3,2,18,外金沙,滨河路104号(苏坡立交旁),21224.48979591837
1122,米兰香洲,147.0,低,西南向,2014,312.0,21224,3,2,18,外金沙,滨河路104号(苏坡立交旁),21224.48979591837
2786,米兰香洲,147.0,低,西南向,2014,312.0,21224,3,2,18,外金沙,滨河路104号(苏坡立交旁),21224.48979591837
1100,北斗星花园公寓,148.01,高,南向,2001,220.0,14863,3,2,21,草市街,北斗星花园公寓北大街119号,14863.860549962841
751,北斗星花园公寓,148.01,中,东南向,2001,225.0,15201,3,1,21,草市街,北大街119号,15201.675562461996
2638,北斗星花园公寓,148.01,中,东南向,2001,225.0,15201,3,1,21,草市街,北大街119号,15201.675562461996
1797,中房金沙海棠,148.08,高,西南向,2012,305.0,20596,4,2,20,外金沙,蜀鑫东路88号,20596.974608319826
1444,齐力花园,148.27,低,东南向,2014,249.5,16827,3,2,6,外光华,青羊大道318号,16827.409455722667
1755,齐力花园,148.27,中,东西向,2002,263.9,17798,3,2,5,外光华,青羊大道318号,17798.61064274634
2128,齐力花园,148.27,低,东南向,2014,249.5,16827,3,2,6,外光华,青羊大道318号,16827.409455722667
1879,齐力花园,148.27,高,西北向,2002,235.0,15849,3,2,5,外光华,青羊大道318号,15849.463816011328
1002,齐力花园,148.27,高,西北向,2002,235.0,15849,3,2,5,外光华,青羊大道318号,15849.463816011328
1798,香木林新城,148.44,低,南向,2005,370.0,24925,3,1,11,内光华,瑞联路171号,24925.89598490973
1212,香木林新城,148.44,低,南向,2005,370.0,24925,3,1,11,内光华,瑞联路171号,24925.89598490973
4599,天合凯旋城,148.65,高,南向,2008,270.0,18163,3,2,31,贝森,天合凯旋城瑞联路66号,18163.471241170533
781,金沙鹭岛二期,148.72,中,东南向,2012,415.0,27904,4,2,26,内金沙,金沙鹭岛二期蜀风路177号,27904.787520172136
2405,金沙鹭岛二期,148.72,中,东南向,2012,415.0,27904,4,2,26,内金沙,金沙鹭岛二期蜀风路177号,27904.787520172136
3148,冠城花园二期,148.98,中,西北向,2002,309.0,20741,3,1,19,天府广场,小南街123号,20741.039065646397
1105,冠城花园二期,148.98,中,西北向,2002,309.0,20741,3,1,19,天府广场,小南街123号,20741.039065646397
3380,燕沙庭院,148.99,低,南北向,2005,357.0,23961,3,2,5,内金沙,燕沙庭院金泽路28号,23961.33968722733
3222,燕沙庭院,148.99,中,南北向,2005,323.0,21679,3,2,5,内金沙,燕沙庭院金泽路28号,21679.307336062822
4656,燕沙庭院,148.99,低,南北向,2005,357.0,23961,3,2,5,内金沙,燕沙庭院金泽路28号,23961.33968722733
3813,金沙鹭岛二期,148.0,高,南向,2012,405.0,27364,5,2,27,内金沙,蜀风路177号,27364.864864864863
16,金沙鹭岛三期,148.0,高,东北向,2014,405.0,27364,4,2,26,内金沙,金沙鹭岛三期蜀辉路201号,27364.864864864863
4449,金沙鹭岛二期,148.0,高,南向,2012,405.0,27364,5,2,27,内金沙,蜀风路177号,27364.864864864863
2428,天合凯旋城,149.07,低,南向,2008,440.0,29516,3,1,31,贝森,天合凯旋城瑞联路66号,29516.33460790233
3141,天合凯旋城,149.07,低,南向,2008,440.0,29516,3,1,31,贝森,天合凯旋城瑞联路66号,29516.33460790233
1628,龙湖翠微清波A区,149.14,低,西向,2014,353.0,23669,4,2,18,外金沙,金福路419号,23669.03580528363
2651,龙湖翠微清波B区,149.17,中,西南向,2014,332.0,22256,4,2,18,外金沙,金福路428号,22256.4858885835
1124,成都花园上城,149.21,中,南向,2015,355.0,23791,4,1,22,贝森,家园南街1号,23791.971047516923
3649,金沙鹭岛二期,149.42,高,南北向,2012,400.0,26770,4,2,27,内金沙,蜀风路177号,26770.17802168385
4606,金沙鹭岛二期,149.42,高,南北向,2012,400.0,26770,4,2,27,内金沙,蜀风路177号,26770.17802168385
2052,天鹅星座,149.52,低,西南向,2002,205.0,13710,2,2,11,府南新区,天鹅星座同友路99号,13710.540395933653
3109,天鹅星座,149.52,中,东南向,2002,232.0,15516,2,1,11,府南新区,同友路99号,15516.318887105403
1161,嘉逸花园,149.5,低,南北向,2002,255.0,17056,3,2,9,内金沙,双锦路9号(西南财经大学北门对面),17056.85618729097
3054,嘉逸花园,149.5,低,南北向,2002,255.0,17056,3,2,9,内金沙,双锦路9号(西南财经大学北门对面),17056.85618729097
4517,燕沙庭院,149.65,中,南北向,2006,323.0,21583,3,2,5,内金沙,金泽路28号,21583.695289007686
4259,燕沙庭院,149.65,中,南北向,2006,323.0,21583,3,2,5,内金沙,金泽路28号,21583.695289007686
2881,北斗星花园公寓,149.66,低,东南向,2001,260.0,17372,3,1,21,草市街,北斗星花园公寓北大街119号,17372.7114793532
2025,北斗星花园公寓,149.66,中,东南向,2001,225.0,15034,3,2,21,草市街,北斗星花园公寓北大街119号,15034.077241747962
213,北斗星花园公寓,149.66,低,东南向,2001,260.0,17372,3,1,21,草市街,北斗星花园公寓北大街119号,17372.7114793532
722,中华家园西区,149.68,低,东西向,2004,299.0,19975,4,1,6,内光华,家园路17号,19975.94869053982
3257,名景园,149.8,高,东向,2000,406.0,27102,3,2,5,杜甫草堂,名景园大石西路8号,27102.803738317754
4427,齐力花园,149.8,低,北向,2002,245.0,16355,3,2,11,外光华,青羊大道318号,16355.140186915887
493,恒宾园,149.94,中,东向,2000,405.5,27044,3,2,5,浣花小区,大石西路18号,27044.150993730826
2966,恒宾园,149.94,中,东向,2000,405.5,27044,3,2,5,浣花小区,大石西路18号,27044.150993730826
2287,时代尊城,149.95,高,南向,2015,380.0,25341,3,1,11,内光华,东坡路399号,25341.780593531177
203,时代尊城,149.95,高,南向,2015,380.0,25341,3,1,11,内光华,东坡路399号,25341.780593531177
320,荣富西城尚锦,149.0,高,东南向,2015,520.0,34899,4,2,22,外光华,光华大道一段光华东三路580号 (大公园旁),34899.3288590604
4688,燕沙庭院,149.0,低,南北向,2005,323.0,21677,3,2,6,内金沙,金泽路28号,21677.85234899329
3647,西派浣花,149.0,高,南北向,2020,430.0,28859,4,2,11,内光华,清江东路与鸣翠路交汇处(峨眉电影厂对面),28859.060402684565
3396,燕沙庭院,149.0,高,南北向,2006,320.0,21476,3,2,5,内金沙,燕沙庭院金泽路28号,21476.510067114094
3292,燕沙庭院,149.0,低,南北向,2005,323.0,21677,3,2,6,内金沙,金泽路28号,21677.85234899329
4743,紫御熙庭,149.0,中,南北向,2017,330.0,22147,4,2,18,光华,紫御熙庭,22147.65100671141
4165,燕沙庭院,149.0,高,南北向,2006,320.0,21476,3,2,5,内金沙,燕沙庭院金泽路28号,21476.510067114094
2713,凯德风尚,150.09,低,北向,2015,285.0,18988,4,1,19,万家湾,苏坡中路8号,18988.60683589846
1179,天合凯旋城,150.16,高,南向,2008,370.5,24673,3,1,31,贝森,天合凯旋城瑞联路66号,24673.681406499734
1601,天合凯旋城,150.16,高,南向,2008,370.5,24673,3,1,31,贝森,天合凯旋城瑞联路66号,24673.681406499734
4430,金沙园三期,150.25,高,南向,2004,280.0,18635,4,3,6,内金沙,金沙园三期金凤路9号(青羊区金沙菜市场旁),18635.607321131447
3997,金沙园三期,150.25,高,南向,2004,280.0,18635,4,3,6,内金沙,金沙园三期金凤路9号(青羊区金沙菜市场旁),18635.607321131447
1595,保利贝森公馆,150.7,低,南向,2013,490.0,32514,4,2,29,贝森,保利贝森公馆青羊区贝森路36号,32514.930325149307
3320,保利贝森公馆,150.7,高,东北向,2013,498.0,33045,4,2,29,贝森,保利贝森公馆青羊区贝森路36号,33045.786330457864
4505,保利贝森公馆,150.7,高,东北向,2013,498.0,33045,4,2,29,贝森,保利贝森公馆青羊区贝森路36号,33045.786330457864
2608,荣富西城尚锦,150.7,高,南向,2015,340.0,22561,3,2,22,外光华,光华大道一段光华东三路580号 (大公园旁),22561.380225613804
216,金沙园一期,150.0,高,西南向,2015,350.0,23333,4,2,6,内金沙,青羊大道65号,23333.333333333336
1149,金沙园一期,150.0,高,西南向,2015,350.0,23333,4,2,6,内金沙,青羊大道65号,23333.333333333336
1808,航天佳苑,150.0,低,南北向,2012,238.0,15866,3,2,20,外光华,培中路85号,15866.666666666666
1177,金沙园一期,150.0,高,西南向,2015,350.0,23333,4,2,6,内金沙,青羊大道65号,23333.333333333336
4732,太行瑞宏朗诗金沙城,150.0,低,东南向,2018,350.0,23333,4,2,21,外金沙,百瑞二路338号,23333.333333333336
1742,航天佳苑,150.0,低,南北向,2012,238.0,15866,3,2,20,外光华,培中路85号,15866.666666666666
1072,金沙园一期,150.0,高,西南向,2015,350.0,23333,4,2,6,内金沙,青羊大道65号,23333.333333333336
1367,航天佳苑,150.0,低,南北向,2012,238.0,15866,3,2,20,外光华,培中路85号,15866.666666666666
2534,天鹅星座,151.29,中,南向,2002,270.0,17846,3,2,11,府南新区,同友路99号,17846.51992861392
2391,天鹅星座,151.29,中,南向,2002,270.0,17846,3,2,11,府南新区,同友路99号,17846.51992861392
2426,航天佳苑,151.32,中,南北向,2008,272.0,17975,3,2,18,外光华,培中路85号,17975.151995770553
1567,仁和世代春天,151.44,中,西北向,2015,335.0,22120,3,1,23,贝森,二环路西二段37号,22120.97200211305
1575,优品道二期,151.89,低,东南向,2010,450.0,29626,4,2,18,贝森,青羊大道99号,29626.703535453293
1127,齐力花园,151.9,高,南向,2002,320.0,21066,3,2,6,外光华,青羊大道318号,21066.49111257406
3378,恒宾园,151.0,低,南向,2000,390.0,25827,3,2,5,浣花小区,大石西路18号,25827.814569536422
4167,金沙城锦澜阁公寓,151.0,高,南向,2017,420.0,27814,4,2,21,外金沙,百瑞二路338号,27814.56953642384
4408,天鹅星座,151.0,低,南向,2006,320.0,21192,3,2,6,府南新区,同友路99号,21192.052980132452
4035,金沙城锦澜阁公寓,151.0,高,南向,2017,420.0,27814,4,2,21,外金沙,百瑞二路338号,27814.56953642384
4733,太行瑞宏朗诗金沙城,151.0,中,西北向,2018,420.0,27814,4,2,21,外金沙,百瑞二路338号,27814.56953642384
4699,金沙城锦澜阁公寓,151.0,高,南向,2017,420.0,27814,4,2,21,外金沙,百瑞二路338号,27814.56953642384
648,天合凯旋城,152.31,中,东南向,2008,367.0,24095,3,2,28,贝森,天合凯旋城瑞联路66号,24095.594511194275
172,天合凯旋城,152.31,中,东南向,2008,367.0,24095,3,2,28,贝森,天合凯旋城瑞联路66号,24095.594511194275
2825,天合凯旋城,152.33,低,东南向,2008,360.0,23632,3,2,28,贝森,天合凯旋城瑞联路66号,23632.902251690408
1281,天合凯旋城,152.33,高,南向,2008,340.0,22319,3,2,28,贝森,瑞联路66号,22319.963237707605
779,天合凯旋城,152.33,低,东南向,2008,360.0,23632,3,2,28,贝森,天合凯旋城瑞联路66号,23632.902251690408
1867,天合凯旋城,152.33,高,南向,2008,340.0,22319,3,2,28,贝森,瑞联路66号,22319.963237707605
2219,天合凯旋城,152.33,高,南向,2008,340.0,22319,3,2,28,贝森,瑞联路66号,22319.963237707605
3056,优品道央作,152.53,中,南向,2010,395.0,25896,3,2,23,贝森,青羊大道99号,25896.544941978624
2813,金沙云庭,152.73,中,东向,2012,520.0,34047,3,1,13,内金沙,金沙云庭金阳路152号,34047.0110652786
2577,金沙云庭,152.73,中,东向,2012,520.0,34047,3,1,13,内金沙,金沙云庭金阳路152号,34047.0110652786
2243,金沙云庭,152.73,中,东向,2012,520.0,34047,3,1,13,内金沙,金沙云庭金阳路152号,34047.0110652786
4480,金沙云庭,152.73,高,东向,2012,560.0,36666,3,1,13,内金沙,金沙云庭金阳路152号,36666.01191645388
1650,金沙云庭,152.73,中,东向,2012,520.0,34047,3,1,13,内金沙,金沙云庭金阳路152号,34047.0110652786
137,金沙云庭,152.73,中,东北向,2012,511.0,33457,4,1,13,内金沙,金沙云庭金阳路152号,33457.73587376416
318,融创观玺台,152.89,中,南向,2018,500.0,32703,4,2,23,内光华,西货站路207号(青羊万达旁),32703.25070311989
4535,合能西贵金沙,152.0,中,西南向,2013,432.0,28421,5,2,16,内金沙,合能西贵金沙金沙遗址路88号,28421.052631578947
4085,合能西贵金沙,152.0,中,西南向,2013,432.0,28421,5,2,16,内金沙,合能西贵金沙金沙遗址路88号,28421.052631578947
1237,怡馨花园,153.01,中,南向,2015,248.0,16208,3,2,11,西南财大,二环路西一段89号,16208.090974446117
1004,怡馨花园,153.01,中,南向,2015,248.0,16208,3,2,11,西南财大,二环路西一段89号,16208.090974446117
472,怡馨花园,153.01,中,南向,2015,248.0,16208,3,2,11,西南财大,二环路西一段89号,16208.090974446117
2223,怡馨花园,153.01,中,南向,2015,248.0,16208,3,2,11,西南财大,二环路西一段89号,16208.090974446117
344,金沙园一期,153.12,中,西南向,2004,354.0,23119,3,2,5,内金沙,金沙园一期青羊大道65号,23119.122257053292
993,金沙园一期,153.12,低,西南向,2004,325.0,21225,3,2,6,内金沙,金沙园一期青羊大道65号,21225.182863113896
1270,金沙园一期,153.12,低,西南向,2004,325.0,21225,3,2,6,内金沙,金沙园一期青羊大道65号,21225.182863113896
2139,金沙云庭,153.43,低,东北向,2012,780.0,50837,6,3,13,内金沙,金沙云庭金阳路152号,50837.5154793717
2392,金沙云庭,153.43,低,东北向,2012,780.0,50837,6,3,13,内金沙,金沙云庭金阳路152号,50837.5154793717
3203,合能西贵金沙,153.4,高,东南向,2013,468.0,30508,4,2,17,内金沙,合能西贵金沙金沙遗址路88号,30508.474576271186
2757,合能西贵金沙,153.4,低,东南向,2013,468.0,30508,4,2,17,内金沙,合能西贵金沙金沙遗址路88号,30508.474576271186
3211,合能西贵金沙,153.4,高,东南向,2013,468.0,30508,4,2,17,内金沙,合能西贵金沙金沙遗址路88号,30508.474576271186
3520,金地金沙府邸,153.7,高,南向,2016,340.0,22121,4,2,18,内金沙,金地金沙府邸,22121.014964216007
3942,金沙园一期,153.81,中,南向,2015,320.0,20804,3,2,6,内金沙,青羊大道65号,20804.889148950002
3687,金沙园一期,153.81,中,南向,2015,320.0,20804,3,2,6,内金沙,青羊大道65号,20804.889148950002
3227,优品道二期,153.9,高,南北向,2010,440.0,28589,3,2,18,贝森,青羊大道99号,28589.993502274203
4159,优品道二期,153.9,高,南北向,2010,440.0,28589,3,2,18,贝森,青羊大道99号,28589.993502274203
2952,浣花香,153.0,高,南向,2015,387.0,25294,3,1,28,杜甫草堂,一环路西一段与青羊上街交汇处(文化公园对面),25294.11764705882
4583,成勘院电梯公寓,153.0,低,北向,2006,310.0,20261,4,2,16,浣花小区,清江东路186号,20261.43790849673
1437,成都花园上城,154.59,低,南向,2009,373.8,24180,4,2,22,贝森,成都花园上城家园南街1号,24180.089268387346
2562,成都花园上城,154.59,低,南向,2009,373.8,24180,4,2,22,贝森,成都花园上城家园南街1号,24180.089268387346
1421,金林半岛,154.59,中,东南向,2006,677.0,43793,3,2,4,杜甫草堂,草堂路33号,43793.25958988291
845,成都花园上城,154.59,低,南向,2009,373.8,24180,4,2,22,贝森,成都花园上城家园南街1号,24180.089268387346
872,成都花园上城,154.59,低,南向,2009,373.8,24180,4,2,22,贝森,成都花园上城家园南街1号,24180.089268387346
1979,鸣翠路1号院,154.64,高,北向,2015,290.0,18753,5,2,7,府南新区,鸣翠路1号,18753.233316088983
1884,鸣翠路1号院,154.64,高,北向,2015,290.0,18753,5,2,7,府南新区,鸣翠路1号,18753.233316088983
941,鸣翠路1号院,154.64,高,北向,2015,290.0,18753,5,2,7,府南新区,鸣翠路1号,18753.233316088983
3569,二十一世纪花园三期,154.0,中,南向,2003,265.0,17207,3,2,7,贝森,贝森路111号,17207.79220779221
919,成都花园望郡,155.22,中,南北向,2005,298.0,19198,4,1,6,贝森,青羊大道8号附3,19198.5568869991
2782,成都花园望郡,155.22,中,南北向,2005,298.0,19198,4,1,6,贝森,青羊大道8号附3,19198.5568869991
80,天合凯旋天际湾,155.2,低,东北向,2008,410.0,26417,3,2,35,内光华,内光华东坡大道339号(毗邻清水河),26417.52577319588
2978,香榭名苑,155.33,高,南向,2002,248.0,15966,4,2,7,府南新区,香榭名苑同善桥南街9号,15966.007854245798
280,百花芳邻,155.33,低,东南向,2015,342.0,22017,3,2,6,浣花小区,芳邻路1号(近一环路),22017.639863516382
2535,百花芳邻,155.33,低,东南向,2015,342.0,22017,3,2,6,浣花小区,芳邻路1号(近一环路),22017.639863516382
4713,新世界丽晶花园,155.41,中,南北向,2014,228.0,14670,3,2,28,长顺街,实业街59号,14670.870600347467
3454,富力中心,155.41,中,南北向,2019,183.0,11775,3,2,28,顺城街,顺城大街289号,11775.304034489416
2077,中海金沙府,155.48,高,东南向,2012,508.0,32673,3,1,31,内金沙,中海金沙府,32673.01260612298
190,中海金沙府,155.48,高,东南向,2012,508.0,32673,3,1,31,内金沙,中海金沙府,32673.01260612298
395,龙景花园,155.59,中,东北向,2006,465.0,29886,4,2,5,浣花小区,百卉路21号,29886.2394755447
637,龙景花园,155.59,中,东北向,2006,465.0,29886,4,2,5,浣花小区,百卉路21号,29886.2394755447
3336,中海金沙府,155.5,高,南向,2000,487.0,31318,3,2,31,内金沙,中海金沙府,31318.327974276526
4124,中海金沙府,155.5,高,南向,2000,487.0,31318,3,2,31,内金沙,中海金沙府,31318.327974276526
4025,中海金沙府,155.5,高,南向,2000,487.0,31318,3,2,31,内金沙,中海金沙府,31318.327974276526
3600,中海金沙府,155.7,高,南向,2020,525.0,33718,4,2,31,内金沙,蜀辉路318号(黄苑街与蜀辉路交汇处),33718.68978805395
3206,金沙鹭岛三期,155.89,中,西南向,2014,420.0,26942,4,2,26,内金沙,金沙鹭岛三期蜀辉路201号,26942.074539739562
